state;year;dopen;population;presdemvoteshlag1;demmv;demvoteshlag1;demvoteshlag2;demvoteshfor1;demvoteshfor2;demwinprv1;demwinprv2;dmidterm;dpresdem
Mississippi;1966;1;2245000;0;39;100;92;88;58;1;1;1;1
Mississippi;1970;1;2216994;0;77;65;100;58;100;1;1;1;0
Mississippi;1972;1;2307117;0;19;88;65;100;32;1;1;0;0
Mississippi;1976;1;2429756;20;100;58;88;32;64;1;1;0;0
Mississippi;1978;1;2487816;50;-13;100;58;64;39;1;1;1;1
Mississippi;1982;1;2556777;48;28;32;100;39;46;0;1;1;0
Mississippi;1984;1;2578051;48;-22;64;32;46;0;1;0;0;0
Mississippi;1988;1;2580352;37;-8;39;64;0;31;0;1;0;0
Mississippi;1990;0;2577426;39;-100;46;39;31;27;0;0;1;0
Mississippi;1994;0;2663450;41;-38;0;46;27;32;0;0;1;0
Mississippi;1996;0;2709925;41;-44;31;0;32;0;0;0;0;0
Mississippi;2000;0;2844754;44;-34;27;31;0;35;0;0;0;0
Mississippi;2002;0;2858681;41;-85;32;27;35;39;0;0;1;0
Mississippi;2008;0;2947806;40;-23;35;0;;;0;0;0;0
North Carolina;1914;0;2421000;59;16;;;60;58;;;1;1
North Carolina;1918;0;2522000;58;21;58;;58;62;1;;1;1
North Carolina;1920;0;2588000;58;15;60;58;62;61;1;1;0;1
North Carolina;1924;0;2830000;57;23;58;60;61;61;1;1;0;0
North Carolina;1930;1;3167000;45;21;61;62;68;71;1;1;1;0
North Carolina;1932;1;3227000;45;37;61;61;71;64;1;1;0;0
North Carolina;1936;0;3346000;70;42;68;61;64;66;1;1;0;1
North Carolina;1938;0;3440000;73;28;71;68;66;70;1;1;1;1
North Carolina;1944;1;3560000;74;41;66;64;71;69;1;1;0;1
North Carolina;1956;0;4309000;54;33;66;69;61;60;1;1;0;0
North Carolina;1960;0;4556000;51;23;67;66;60;56;1;1;0;0
North Carolina;1962;0;4707000;52;21;61;67;56;61;1;1;1;1
North Carolina;1966;0;4896000;56;11;60;61;61;46;1;1;1;1
North Carolina;1968;0;5004000;56;21;56;60;46;62;1;1;0;1
North Carolina;1972;1;5301150;29;-8;61;56;62;45;1;1;0;0
North Carolina;1974;1;5470911;29;25;46;61;45;49;0;1;1;0
North Carolina;1978;0;5759492;55;-9;62;46;49;48;1;0;1;1
North Carolina;1984;0;6164006;47;-4;49;45;52;47;0;0;0;0
North Carolina;1986;1;6321578;38;4;48;49;47;46;0;0;1;0
North Carolina;1990;0;6656987;42;-5;52;48;46;46;1;0;1;0
North Carolina;1992;0;6831850;42;-4;47;52;46;51;0;1;0;0
North Carolina;1996;0;7307658;43;-7;46;47;51;45;0;0;0;0
North Carolina;1998;0;7545828;44;4;46;46;45;47;0;0;1;0
North Carolina;2002;1;8326201;43;-9;51;46;47;53;1;0;1;0
North Carolina;2004;1;8553152;43;-5;45;51;53;43;0;1;0;0
North Carolina;2008;0;9309449;44;8;47;45;43;;0;0;0;0
North Carolina;2010;0;9535483;50;-12;53;47;;;1;0;1;0
South Carolina;1914;0;1622000;96;100;;;100;100;;;1;1
South Carolina;1918;0;1746000;97;100;100;;100;100;1;;1;1
South Carolina;1920;0;1685000;97;100;100;100;100;100;1;1;0;1
South Carolina;1924;1;1710000;96;100;100;100;100;100;1;1;0;0
South Carolina;1926;0;1726000;97;100;100;100;100;98;1;1;1;0
South Carolina;1930;1;1745000;91;100;100;100;98;99;1;1;1;0
South Carolina;1932;0;1748000;91;96;100;100;99;99;1;1;0;0
South Carolina;1942;0;2007000;96;100;99;99;93;96;1;1;1;1
South Carolina;1944;1;1943000;96;89;100;99;96;100;1;1;0;1
South Carolina;1950;0;2117000;24;100;96;93;0;82;1;1;1;1
South Carolina;1956;0;2229000;51;64;0;100;100;57;0;1;0;0
South Carolina;1966;0;2520000;41;-24;57;100;62;37;1;1;1;1
South Carolina;1968;0;2559000;41;24;38;57;37;70;0;1;0;1
South Carolina;1972;0;2719197;30;-27;62;38;70;44;1;0;0;0
South Carolina;1974;0;2844749;28;41;37;62;44;70;0;1;1;0
South Carolina;1978;0;3044364;56;-11;70;37;70;32;1;0;1;1
South Carolina;1980;1;3121820;56;41;44;70;32;63;0;1;0;1
South Carolina;1984;0;3271868;48;-35;70;44;63;33;1;0;0;0
South Carolina;1986;0;3342758;36;27;32;70;33;50;0;1;1;0
South Carolina;1990;0;3499064;38;-32;63;32;50;44;1;0;1;0
South Carolina;1992;0;3600576;38;3;33;63;44;53;0;1;0;0
South Carolina;1996;0;3738974;40;-9;50;33;53;44;1;0;0;0
South Carolina;1998;0;3839578;44;7;44;50;44;44;0;1;1;0
South Carolina;2002;1;4107795;41;-10;53;44;44;42;1;0;1;0
South Carolina;2004;1;4210921;41;-10;44;53;42;28;0;1;0;0
South Carolina;2008;0;4528996;41;-15;44;44;28;;0;0;0;0
South Carolina;2010;0;4625364;45;-34;42;44;;;0;0;1;0
Texas;1916;0;4444000;73;68;;;87;67;;;0;1
Texas;1918;0;4666000;77;74;81;;67;85;1;;1;1
Texas;1922;1;4955000;59;33;87;81;85;81;1;1;1;0
Texas;1924;0;5210000;59;71;67;87;81;87;1;1;0;0
Texas;1928;1;5675000;74;63;85;67;87;97;1;1;0;0
Texas;1930;0;5844000;48;74;81;85;97;93;1;1;1;0
Texas;1934;0;6053000;88;94;87;81;93;94;1;1;1;1
Texas;1940;0;6425000;87;89;93;97;95;89;1;1;0;1
Texas;1942;0;6711000;81;91;94;93;89;66;1;1;1;1
Texas;1946;0;7197000;71;77;95;94;66;100;1;1;1;1
Texas;1948;1;7626000;71;33;89;95;100;85;1;1;0;1
Texas;1954;0;8382000;47;70;100;66;75;58;1;1;1;0
Texas;1958;0;9252000;44;51;85;100;58;56;1;1;1;0
Texas;1964;0;10270000;51;13;58;75;43;53;1;1;0;1
Texas;1966;0;10492000;63;-13;56;58;53;44;1;1;1;1
Texas;1970;1;11198655;41;7;43;56;44;57;0;1;1;0
Texas;1972;0;11759148;41;-9;53;43;57;49;1;0;0;0
Texas;1976;0;12904089;33;15;44;53;49;59;0;1;0;0
Texas;1978;0;13500429;51;-1;57;44;59;41;1;0;1;1
Texas;1982;0;15331415;41;18;49;57;41;59;0;1;1;0
Texas;1984;1;16007086;41;-17;59;49;59;37;1;0;0;0
Texas;1990;0;17044714;43;-23;59;41;38;44;1;0;1;0
Texas;1994;0;18338319;37;-23;37;59;44;32;0;1;1;0
Texas;1996;0;19006240;37;-11;38;37;32;43;0;0;0;0
Texas;2000;0;20851028;44;-33;44;38;43;36;0;0;0;0
Texas;2002;1;21690325;38;-12;32;44;36;43;0;0;1;0
Texas;2006;0;23359580;38;-26;43;32;43;;0;0;1;0
Texas;2008;0;24309039;38;-12;36;43;;;0;0;0;0
Kentucky;1914;1;2395000;48;9;;;51;50;;;1;1
Kentucky;1918;1;2425000;52;2;52;;50;48;1;;1;1
Kentucky;1920;0;2421000;52;-1;51;52;48;52;1;1;0;1
Kentucky;1926;1;2545000;46;4;48;50;52;59;0;0;1;0
Kentucky;1930;1;2623000;41;4;52;48;59;59;1;0;1;0
Kentucky;1932;0;2676000;41;19;52;52;59;62;1;1;0;0
Kentucky;1938;0;2800000;59;24;59;59;55;55;1;1;1;1
Kentucky;1950;0;2945000;57;9;51;55;54;50;1;1;1;1
Kentucky;1956;0;2898000;50;-1;54;54;41;47;1;1;0;0
Kentucky;1960;0;3038000;45;-18;50;54;47;35;0;1;0;0
Kentucky;1966;0;3147000;64;-29;47;41;48;51;0;0;1;1
Kentucky;1968;1;3195000;64;-4;35;47;51;54;0;0;0;1
Kentucky;1972;1;3335728;38;3;48;35;54;61;0;0;0;0
Kentucky;1974;0;3416315;35;9;51;48;61;65;1;0;1;0
Kentucky;1978;0;3609976;53;24;54;51;65;49;1;1;1;1
Kentucky;1980;1;3660777;53;30;61;54;49;74;1;1;0;1
Kentucky;1984;0;3695453;48;0;65;61;74;48;1;1;0;0
Kentucky;1986;0;3687809;39;49;49;65;48;63;0;1;1;0
Kentucky;1990;0;3692584;44;-4;74;49;63;43;1;0;1;0
Kentucky;1992;0;3756358;44;27;48;74;43;49;0;1;0;0
Kentucky;1996;0;3881051;45;-13;63;48;49;35;1;0;0;0
Kentucky;1998;1;3934310;46;-1;43;63;35;49;0;1;1;0
Kentucky;2002;0;4089875;41;-29;49;43;49;47;0;0;1;0
Kentucky;2004;0;4146101;41;-1;35;49;47;44;0;0;0;0
Kentucky;2008;0;4289878;40;-6;49;35;44;;0;0;0;0
Kentucky;2010;1;4339367;41;-11;47;49;;;0;0;1;0
Maryland;1914;0;1389000;49;7;;;48;43;;;1;1
Maryland;1916;1;1415000;49;-2;51;;43;53;1;;0;1
Maryland;1920;0;1464000;53;-4;48;51;53;58;0;1;0;1
Maryland;1922;0;1509000;42;7;43;48;58;45;0;0;1;0
Maryland;1926;0;1576000;41;16;53;43;45;66;1;0;1;0
Maryland;1928;0;1610000;41;-9;58;53;66;56;1;1;0;0
Maryland;1932;0;1678000;42;35;45;58;56;68;0;1;0;0
Maryland;1934;1;1710000;62;14;66;45;68;66;1;0;1;1
Maryland;1938;0;1766000;62;39;56;66;66;62;1;1;1;1
Maryland;1940;;1839000;62;32;68;56;62;50;1;1;0;1
Maryland;1944;0;2118000;58;23;66;68;50;46;1;1;0;1
Maryland;1946;1;2214000;52;0;62;66;46;47;1;1;1;1
Maryland;1950;0;2343000;48;-7;50;62;47;47;1;1;1;1
Maryland;1952;1;2500000;48;-5;46;50;47;49;0;1;0;1
Maryland;1956;0;2811000;44;-6;47;46;49;62;0;0;0;0
Maryland;1958;0;2982000;40;-2;47;47;62;63;0;0;1;0
Maryland;1962;1;3263000;54;24;49;47;63;39;0;0;1;1
Maryland;1964;0;3492000;54;26;62;49;39;48;1;0;0;1
Maryland;1968;0;3815000;65;-9;63;62;48;43;1;1;0;1
Maryland;1970;0;3923897;44;-3;39;63;43;57;0;1;1;0
Maryland;1974;0;4118815;37;-15;48;39;57;34;0;0;1;0
Maryland;1976;0;4150539;37;18;43;48;34;63;0;0;0;0
Maryland;1980;1;4216975;53;-32;57;43;63;61;1;0;0;1
Maryland;1982;0;4282923;47;27;34;57;61;62;0;1;1;0
Maryland;1986;1;4486957;47;21;63;34;62;71;1;0;1;0
Maryland;1988;0;4657904;47;24;61;63;71;59;1;1;0;0
Maryland;1992;0;4902545;48;42;62;61;59;71;1;1;0;0
Maryland;1994;0;4985411;50;18;71;62;71;63;1;1;1;0
Maryland;1998;0;5130072;54;41;59;71;63;65;1;1;1;0
Maryland;2000;0;5296647;54;26;71;59;65;54;1;1;0;0
Maryland;2004;0;5546935;56;31;63;71;54;62;1;1;0;0
Maryland;2006;1;5627367;56;10;65;63;62;;1;1;1;0
Maryland;2010;0;5773552;62;26;54;65;;;1;1;1;0
Oklahoma;1914;0;1824000;47;19;;;55;45;;;1;1
Oklahoma;1918;0;1969000;51;15;48;;45;35;1;;1;1
Oklahoma;1920;1;2055000;51;-6;55;48;35;55;1;1;0;1
Oklahoma;1924;1;2179000;44;-26;45;55;55;52;0;1;0;0
Oklahoma;1926;0;2256000;48;10;35;45;52;66;0;0;1;0
Oklahoma;1930;0;2401000;35;5;55;35;66;68;1;0;1;0
Oklahoma;1932;0;2394000;35;32;52;55;68;65;1;1;0;0
Oklahoma;1936;1;2365000;73;36;66;52;65;45;1;1;0;1
Oklahoma;1938;0;2324000;67;31;68;66;45;56;1;1;1;1
Oklahoma;1942;0;2215000;57;-10;65;68;56;62;1;1;1;1
Oklahoma;1944;0;2043000;57;12;45;65;62;55;0;1;0;1
Oklahoma;1948;1;2089000;56;25;56;45;55;56;1;0;0;1
Oklahoma;1950;1;2233000;63;10;62;56;56;55;1;1;1;1
Oklahoma;1954;0;2209000;45;12;55;62;55;55;1;1;1;0
Oklahoma;1956;0;2273000;45;11;56;55;55;53;1;1;0;0
Oklahoma;1962;0;2427000;41;7;55;55;54;46;1;1;1;1
Oklahoma;1966;0;2454000;56;7;53;55;46;48;1;1;1;1
Oklahoma;1968;0;2503000;56;-6;54;53;48;49;1;1;0;1
Oklahoma;1972;1;2658646;32;-4;46;54;49;65;0;1;0;0
Oklahoma;1974;0;2734768;24;0;48;46;65;44;0;0;1;0
Oklahoma;1978;1;2917336;49;33;49;48;44;76;0;0;1;1
Oklahoma;1980;1;3025290;49;-10;65;49;76;45;1;0;0;1
Oklahoma;1984;0;3285533;35;52;44;65;45;83;0;1;0;0
Oklahoma;1986;0;3252735;31;-10;76;44;83;38;1;0;1;0
Oklahoma;1990;0;3147105;41;66;45;76;38;40;0;1;1;0
Oklahoma;1992;0;3204174;41;-20;83;45;40;31;1;0;0;0
Oklahoma;1996;0;3289634;34;-17;38;83;31;36;0;1;0;0
Oklahoma;1998;0;3339478;40;-35;40;38;36;41;0;0;1;0
Oklahoma;2002;0;3489080;38;-21;31;40;41;39;0;0;1;0
Oklahoma;2004;1;3525233;38;-12;36;31;39;26;0;0;0;0
Oklahoma;2008;0;3668976;34;-17;41;36;26;;0;0;0;0
Oklahoma;2010;0;3751351;34;-45;39;41;;;0;0;1;0
Tennessee;1916;1;2304000;53;10;;;62;68;;;0;1
Tennessee;1918;1;2288000;56;24;54;;68;57;1;;1;1
Tennessee;1922;0;2424000;48;36;62;54;57;59;1;1;1;0
Tennessee;1928;0;2624000;53;19;57;68;71;63;1;1;0;0
Tennessee;1934;0;2784000;66;28;71;59;76;71;1;1;1;1
Tennessee;1940;0;2935000;69;42;76;63;69;67;1;1;0;1
Tennessee;1942;0;2939000;67;47;71;76;67;65;1;1;1;1
Tennessee;1946;0;3074000;60;40;69;71;65;74;1;1;1;1
Tennessee;1948;1;3216000;60;32;67;69;74;70;1;1;0;1
Tennessee;1952;1;3352000;49;53;65;67;70;79;1;1;0;1
Tennessee;1954;0;3359000;50;40;74;65;79;72;1;1;1;0
Tennessee;1958;0;3471000;49;60;70;74;72;54;1;1;1;0
Tennessee;1964;0;3771000;46;7;72;79;44;47;1;1;0;1
Tennessee;1966;1;3822000;56;-11;54;72;47;38;1;1;1;1
Tennessee;1970;0;3926018;28;-4;44;54;38;52;0;1;1;0
Tennessee;1972;0;4094611;28;-24;47;44;52;40;0;0;0;0
Tennessee;1976;0;4346928;30;5;38;47;40;62;0;0;0;0
Tennessee;1978;0;4486314;56;-15;52;38;62;61;1;0;1;1
Tennessee;1982;0;4646041;48;24;40;52;61;65;0;1;1;0
Tennessee;1984;1;4686737;48;27;62;40;65;68;1;0;0;0
Tennessee;1988;0;4822437;42;31;61;62;68;42;1;1;0;0
Tennessee;1994;0;5163016;47;-14;68;65;37;32;1;1;1;0
Tennessee;1996;0;5313576;47;-25;42;68;32;44;0;1;0;0
Tennessee;2000;0;5689427;48;-33;37;42;44;48;0;0;0;0
Tennessee;2002;1;5795918;47;-10;32;37;48;32;0;0;1;0
Tennessee;2006;1;6088766;43;-3;44;32;32;;0;0;1;0
Tennessee;2008;0;6247411;43;-34;48;44;;;0;0;0;0
West Virginia;1916;0;1414000;42;-2;;;45;51;;;0;1
West Virginia;1918;1;1438000;48;-8;48;;51;48;0;;1;1
West Virginia;1922;0;1498000;43;4;45;48;48;49;0;0;1;0
West Virginia;1924;1;1577000;43;-3;51;45;49;62;1;0;0;0
West Virginia;1928;0;1696000;44;-1;48;51;62;55;0;1;0;0
West Virginia;1930;1;1733000;41;24;49;48;55;59;0;0;1;0
West Virginia;1934;0;1771000;54;11;62;49;59;56;1;0;1;1
West Virginia;1940;1;1907000;61;13;59;55;45;50;1;1;0;1
West Virginia;1942;0;1831000;57;-11;56;59;50;57;1;1;1;1
West Virginia;1946;0;1826000;55;1;45;56;57;54;0;1;1;1
West Virginia;1948;0;1899000;55;14;50;45;54;55;1;0;0;1
West Virginia;1958;0;1845000;46;18;55;54;55;68;1;1;1;0
West Virginia;1960;0;1860000;46;11;59;55;68;60;1;1;0;0
West Virginia;1964;0;1797000;53;35;55;59;60;78;1;1;0;1
West Virginia;1966;0;1775000;68;19;68;55;78;66;1;1;1;1
West Virginia;1970;0;1744237;50;55;60;68;66;100;1;1;1;0
West Virginia;1972;0;1797648;50;33;78;60;100;50;1;1;0;0
West Virginia;1976;0;1879503;36;100;66;78;50;68;1;1;0;0
West Virginia;1978;0;1923395;58;1;100;66;68;52;1;1;1;1
West Virginia;1982;0;1949604;50;38;50;100;52;65;1;1;1;0
West Virginia;1984;1;1927697;50;4;68;50;65;68;1;1;0;0
West Virginia;1988;0;1830215;45;30;52;68;68;69;1;1;0;0
West Virginia;1990;0;1792481;52;37;65;52;69;77;1;1;1;0
West Virginia;1994;0;1818490;48;38;68;65;77;78;1;1;1;0
West Virginia;1996;0;1818983;48;53;69;68;78;63;1;1;0;0
West Virginia;2000;0;1808193;52;58;77;69;63;64;1;1;0;0
West Virginia;2002;0;1805414;46;26;78;77;64;64;1;1;1;0
West Virginia;2008;0;1840310;43;27;64;63;;;1;1;0;0
Arizona;1914;0;253000;44;25;;;55;45;;;1;1
Arizona;1916;1;282000;44;16;53;;45;65;1;;0;1
Arizona;1920;0;340000;57;-10;55;53;65;58;1;1;0;1
Arizona;1922;0;360000;44;30;45;55;58;54;0;1;1;0
Arizona;1926;0;403000;35;17;65;45;54;67;1;0;1;0
Arizona;1928;0;422000;35;8;58;65;67;72;1;1;0;0
Arizona;1932;0;426000;42;35;54;58;72;77;1;1;0;0
Arizona;1934;0;428000;67;46;67;54;77;72;1;1;1;1
Arizona;1938;0;466000;70;53;72;67;72;69;1;1;1;1
Arizona;1940;1;499000;70;44;77;72;69;69;1;1;0;1
Arizona;1944;0;610000;63;39;72;77;69;63;1;1;0;1
Arizona;1946;0;616000;59;39;69;72;63;49;1;1;1;1
Arizona;1950;0;750000;54;26;69;69;49;61;1;1;1;1
Arizona;1952;0;842000;54;-3;63;69;61;44;1;1;0;1
Arizona;1956;0;1053000;42;23;49;63;44;55;0;1;0;0
Arizona;1958;0;1193000;39;-12;61;49;55;49;1;0;1;0
Arizona;1962;0;1471000;44;10;44;61;49;43;0;1;1;1
Arizona;1964;1;1556000;44;-3;55;44;43;44;1;0;0;1
Arizona;1968;1;1682000;49;-14;49;55;44;42;0;1;0;1
Arizona;1970;0;1775399;35;-12;43;49;42;54;0;0;1;0
Arizona;1974;0;2223196;30;-17;44;43;54;48;0;0;1;0
Arizona;1976;1;2346157;30;11;42;44;48;57;0;0;0;0
Arizona;1980;1;2718215;40;-1;54;42;57;40;1;0;0;1
Arizona;1982;0;2889861;28;17;48;54;40;57;0;1;1;0
Arizona;1986;1;3308262;33;-21;57;48;57;32;1;0;1;0
Arizona;1988;1;3535183;33;16;40;57;32;40;0;1;0;0
Arizona;1992;0;3867333;39;-24;57;40;40;27;1;0;0;0
Arizona;1994;1;4147561;37;-14;32;57;27;0;0;1;1;0
Arizona;1998;0;4667277;47;-42;40;32;0;21;0;0;1;0
Arizona;2000;0;5130247;47;-79;27;40;21;43;0;0;0;0
Arizona;2004;0;5652404;45;-56;0;27;43;35;0;0;0;0
Arizona;2006;0;6029141;44;-10;21;0;35;;0;0;1;0
Arizona;2010;0;6392017;45;-24;43;21;;;0;0;1;0
Colorado;1914;0;846000;43;1;;;48;39;;;1;1
Colorado;1918;0;906000;61;-2;40;;39;44;1;;1;1
Colorado;1924;0;1014000;36;-6;39;48;46;56;0;0;0;0
Colorado;1930;1;1040000;34;13;46;44;52;63;0;0;1;0
Colorado;1932;0;1066000;34;6;56;46;63;58;1;0;0;0
Colorado;1936;1;1090000;55;28;52;56;58;50;1;1;0;1
Colorado;1942;0;1113000;48;1;58;63;44;67;1;1;1;1
Colorado;1944;;1137000;;-13;50;58;67;47;1;1;0;1
Colorado;1948;0;1263000;;34;44;50;47;49;0;1;0;1
Colorado;1950;0;1325000;52;-7;67;44;49;50;1;0;1;1
Colorado;1954;1;1493000;39;-3;47;67;50;46;0;1;1;0
Colorado;1956;1;1625000;39;0;49;47;46;46;0;0;0;0
Colorado;1960;0;1754000;40;-8;50;49;46;42;1;0;0;0
Colorado;1962;0;1899000;45;-8;46;50;42;41;0;1;1;1
Colorado;1966;0;2007000;61;-16;46;46;41;49;0;0;1;1
Colorado;1968;0;2120000;61;-17;42;46;49;57;0;0;0;1
Colorado;1972;0;2404619;41;1;41;42;57;40;0;0;0;0
Colorado;1974;0;2541406;35;18;49;41;40;50;1;0;1;0
Colorado;1978;0;2766748;43;-18;57;49;50;35;1;1;1;1
Colorado;1980;1;2889964;43;2;40;57;35;50;0;1;0;1
Colorado;1984;0;3169992;31;-30;50;40;50;42;1;0;0;0
Colorado;1986;1;3237450;35;2;35;50;42;52;0;1;1;0
Colorado;1990;1;3303862;45;-14;50;35;52;46;1;0;1;0
Colorado;1996;1;3812716;40;-5;52;42;35;46;1;0;0;0
Colorado;1998;0;3968967;44;-27;46;52;46;51;0;1;1;0
Colorado;2002;0;4490406;42;-4;35;46;51;53;0;0;1;0
Colorado;2008;1;4889730;47;10;51;46;48;;1;0;0;0
Colorado;2010;0;5029196;54;2;53;51;;;1;1;1;0
Idaho;1918;0;405000;52;-34;38;;46;20;0;;1;1
Idaho;1920;0;433000;52;-8;33;38;20;25;0;0;0;1
Idaho;1924;0;434000;34;-59;46;33;25;28;0;0;0;0
Idaho;1930;0;447000;35;-45;25;20;56;37;0;0;1;0
Idaho;1932;0;459000;35;13;28;25;37;55;0;0;0;0
Idaho;1938;1;513000;63;10;37;56;48;51;0;1;1;1
Idaho;1944;1;529000;54;2;48;55;50;38;0;1;0;1
Idaho;1950;0;589000;50;-23;50;51;37;56;1;1;1;1
Idaho;1954;0;600000;34;-26;38;50;56;48;0;1;1;0
Idaho;1956;0;628000;34;17;37;38;48;55;0;0;0;0
Idaho;1962;0;692000;46;9;48;56;45;60;0;1;1;1
Idaho;1966;0;689000;51;-11;55;48;60;46;1;0;1;1
Idaho;1968;0;695000;51;21;45;55;46;56;0;1;0;1
Idaho;1972;1;763237;31;-7;60;45;56;32;1;0;0;0
Idaho;1974;0;807990;26;14;46;60;32;49;0;1;1;0
Idaho;1978;0;910690;37;-37;56;46;49;26;1;0;1;1
Idaho;1980;1;943935;37;-1;32;56;26;48;0;1;0;1
Idaho;1984;0;990839;25;-46;49;32;48;39;0;0;0;0
Idaho;1986;0;990224;26;-3;26;49;39;43;0;0;1;0
Idaho;1990;1;1011882;36;-23;48;26;43;40;0;0;1;0
Idaho;1992;1;1066490;36;-13;39;48;40;28;0;0;0;0
Idaho;1996;0;1187706;28;-17;43;39;28;33;0;0;0;0
Idaho;1998;1;1230923;34;-41;40;43;33;0;0;0;1;0
Idaho;2002;0;1340372;28;-33;28;40;0;34;0;0;1;0
Idaho;2004;0;1391802;28;-99;33;28;34;25;0;0;0;0
Idaho;2008;1;1534320;30;-24;0;33;25;;0;0;0;0
Idaho;2010;0;1567582;36;-46;34;0;;;0;0;1;0
Montana;1916;0;487000;35;8;;;41;55;;;0;1
Montana;1918;0;501000;57;5;51;;55;53;1;;1;1
Montana;1922;1;543000;32;12;41;51;53;53;1;1;1;0
Montana;1924;0;538000;32;10;55;41;53;60;1;1;0;0
Montana;1928;0;541000;19;6;53;55;60;70;1;1;0;0
Montana;1934;0;545000;59;41;60;53;55;73;1;1;1;1
Montana;1936;0;554000;59;28;70;60;73;49;1;1;0;1
Montana;1940;0;558000;69;47;55;70;49;45;1;1;0;1
Montana;1942;0;518000;59;1;73;55;45;57;1;1;1;1
Montana;1946;1;514000;54;-8;49;73;57;51;1;1;1;1
Montana;1948;0;542000;54;14;45;49;51;50;0;1;0;1
Montana;1952;0;602000;53;2;57;45;50;76;1;0;0;1
Montana;1954;0;624000;40;1;51;57;76;51;1;1;1;0
Montana;1958;0;666000;43;52;50;51;51;65;1;1;1;0
Montana;1960;1;675000;43;1;76;50;65;53;1;1;0;0
Montana;1964;0;706000;49;29;51;76;53;61;1;1;0;1
Montana;1966;0;707000;59;6;65;51;61;52;1;1;1;1
Montana;1970;0;694409;42;21;53;65;52;64;1;1;1;0
Montana;1976;1;757317;38;28;52;61;56;54;1;1;0;0
Montana;1978;1;782317;45;11;64;52;54;57;1;1;1;1
Montana;1982;0;803986;32;13;56;64;57;48;1;1;1;0
Montana;1984;0;820905;32;16;54;56;48;68;1;1;0;0
Montana;1988;0;800202;38;-4;57;54;68;38;1;1;0;0
Montana;1990;0;799824;46;39;48;57;38;50;0;1;1;0
Montana;1994;0;854923;38;-25;68;48;50;47;1;0;1;0
Montana;1996;0;876656;38;5;38;68;47;63;0;1;0;0
Montana;2000;0;902200;41;-3;50;38;63;49;1;0;0;0
Montana;2002;0;911667;33;31;47;50;49;73;0;1;1;0
Montana;2006;0;952692;39;1;63;47;73;;1;0;1;0
Montana;2008;0;976415;39;46;49;63;;;1;1;0;0
Nevada;1916;0;82000;40;7;37;;38;63;1;;0;1
Nevada;1920;0;78000;53;-4;39;37;63;42;1;1;0;1
Nevada;1922;0;81000;36;26;38;39;42;59;0;1;1;0
Nevada;1926;0;87000;22;-13;63;38;59;52;1;0;1;0
Nevada;1928;0;89000;22;19;42;63;52;65;0;1;0;0
Nevada;1932;0;96000;43;4;59;42;65;59;1;0;0;0
Nevada;1938;0;105000;73;18;65;52;60;58;1;1;1;1
Nevada;1944;0;153000;60;17;60;59;45;58;1;1;0;1
Nevada;1946;1;143000;55;-10;58;60;58;48;1;1;1;1
Nevada;1952;0;181000;50;-3;58;45;53;58;1;0;0;1
Nevada;1956;0;250000;39;5;48;58;58;65;0;1;0;0
Nevada;1958;0;269000;42;15;53;48;65;50;1;0;1;0
Nevada;1962;0;352000;51;31;58;53;50;55;1;1;1;1
Nevada;1964;0;426000;51;0;65;58;55;58;1;1;0;1
Nevada;1970;0;488738;39;16;55;50;47;63;1;1;1;0
Nevada;1974;1;596822;36;0;58;55;63;37;1;1;1;0
Nevada;1976;0;646975;36;32;47;58;37;48;0;1;0;0
Nevada;1980;1;800493;46;-21;63;47;48;50;1;0;0;1
Nevada;1982;0;881537;27;-2;37;63;50;50;0;1;1;0
Nevada;1986;1;980613;32;5;48;37;50;51;0;0;1;0
Nevada;1988;0;1075022;32;4;50;48;51;51;1;0;0;0
Nevada;1992;0;1330694;38;11;50;50;51;48;1;1;0;0
Nevada;1994;0;1456388;37;10;51;50;48;40;1;1;1;0
Nevada;1998;0;1743772;44;0;51;51;40;61;1;1;1;0
Nevada;2000;1;1998250;44;-15;48;51;61;41;1;1;0;0
Nevada;2004;0;2346222;46;26;40;48;41;50;0;1;0;0
Nevada;2010;0;2700551;55;6;41;61;;;0;1;1;0
New Mexico;1916;1;354000;42;5;;;47;55;;;0;1
New Mexico;1924;0;390000;44;2;55;47;42;59;1;0;0;0
New Mexico;1928;1;416000;43;-15;50;55;59;49;1;1;0;0
New Mexico;1936;0;489000;63;23;49;59;56;59;0;1;0;1
New Mexico;1940;0;531000;63;12;62;49;59;52;1;0;0;1
New Mexico;1942;0;502000;57;18;56;62;52;57;1;1;1;1
New Mexico;1946;0;561000;53;3;59;56;57;51;1;1;1;1
New Mexico;1948;1;604000;53;15;52;59;51;57;1;1;0;1
New Mexico;1952;0;735000;56;2;57;52;57;63;1;1;0;1
New Mexico;1954;0;763000;44;15;51;57;63;63;1;1;1;0
New Mexico;1960;0;951000;42;27;63;57;55;53;1;1;0;0
New Mexico;1964;1;1006000;50;9;63;63;53;52;1;1;0;1
New Mexico;1966;0;1007000;59;6;55;63;52;46;1;1;1;1
New Mexico;1970;0;1017055;40;5;53;55;46;43;1;1;1;0
New Mexico;1972;1;1078697;40;-8;52;53;43;47;1;1;0;0
New Mexico;1976;0;1189295;37;-14;46;52;47;54;0;1;0;0
New Mexico;1978;0;1238034;48;-7;43;46;54;44;0;0;1;1
New Mexico;1982;1;1363823;37;8;47;43;44;63;0;0;1;0
